id,loan_amnt,term,int_rate,grade,sub_grade,emp_length,home_ownership,annual_inc,issue_d,purpose,dti,fico_range_low
12968071,7400.0, 36 months,11.99,B,B3,,MORTGAGE,48000.0,Mar-2014,debt_consolidation,10.03,665.0
15511387,8000.0, 36 months,10.15,B,B2,2 years,MORTGAGE,90640.0,May-2014,home_improvement,11.98,680.0
111683467,25000.0, 36 months,9.93,B,B2,,MORTGAGE,58000.0,Jul-2017,debt_consolidation,16.7,715.0
135246729,15000.0, 36 months,9.58,B,B1,3 years,MORTGAGE,175000.0,Jun-2018,debt_consolidation,12.68,680.0
59431236,12000.0, 36 months,10.99,B,B4,< 1 year,RENT,75000.0,Sep-2015,credit_card,2.77,690.0
75189525,21000.0, 36 months,9.75,B,B3,10+ years,MORTGAGE,100800.0,Mar-2016,debt_consolidation,25.87,675.0
50515464,10000.0, 36 months,9.99,B,B3,1 year,RENT,70000.0,May-2015,credit_card,19.48,665.0
130915093,28000.0, 36 months,9.43,B,B1,1 year,RENT,30000.0,May-2018,debt_consolidation,24.04,700.0
129370956,7300.0, 36 months,9.43,B,B1,2 years,RENT,75000.0,Mar-2018,major_purchase,28.8,710.0
59070466,9500.0, 36 months,9.99,B,B3,3 years,MORTGAGE,59000.0,Aug-2015,home_improvement,16.54,795.0
66573413,12000.0, 36 months,9.76,B,B3,10+ years,OWN,50000.0,Dec-2015,credit_card,30.65,685.0
139114190,10000.0, 36 months,10.08,B,B1,5 years,RENT,125000.0,Aug-2018,credit_card,8.32,710.0
143805525,25000.0, 60 months,11.8,B,B4,10+ years,MORTGAGE,135000.0,Nov-2018,debt_consolidation,11.55,680.0
7731001,8975.0, 36 months,10.99,B,B2,10+ years,OWN,27000.0,Oct-2013,debt_consolidation,25.33,715.0
126289277,40000.0, 36 months,9.44,B,B1,8 years,MORTGAGE,210000.0,Dec-2017,debt_consolidation,11.85,690.0
105884149,40000.0, 60 months,11.39,B,B3,3 years,MORTGAGE,100000.0,Apr-2017,debt_consolidation,14.33,770.0
86042415,10000.0, 36 months,10.49,B,B3,,OWN,50000.0,Aug-2016,debt_consolidation,24.6,695.0
71065650,20000.0, 60 months,9.75,B,B3,,MORTGAGE,46000.0,Feb-2016,debt_consolidation,29.32,685.0
68771270,10000.0, 36 months,9.8,B,B3,4 years,MORTGAGE,60000.0,Jan-2016,credit_card,37.86,710.0
92215833,12000.0, 36 months,8.24,B,B1,10+ years,MORTGAGE,50000.0,Oct-2016,debt_consolidation,15.0,710.0
10174796,10000.0, 36 months,11.99,B,B3,2 years,RENT,37000.0,Jan-2014,debt_consolidation,33.44,670.0
34823176,10000.0, 36 months,11.99,B,B5,7 years,OWN,45000.0,Nov-2014,debt_consolidation,24.43,675.0
68915875,10000.0, 36 months,8.49,B,B1,3 years,RENT,68000.0,Jan-2016,debt_consolidation,10.82,715.0
142583117,29500.0, 60 months,11.55,B,B4,10+ years,MORTGAGE,140000.0,Oct-2018,debt_consolidation,17.98,740.0
70851901,20000.0, 36 months,11.47,B,B5,,OWN,52116.0,Feb-2016,credit_card,24.68,670.0
6918061,10000.0, 36 months,13.05,B,B5,6 years,RENT,38000.0,Sep-2013,debt_consolidation,14.77,720.0
136409702,9000.0, 36 months,11.55,B,B4,7 years,MORTGAGE,60000.0,Jul-2018,debt_consolidation,25.26,670.0
104222441,35000.0, 60 months,11.49,B,B5,10+ years,RENT,260000.0,Apr-2017,credit_card,9.46,700.0
8274833,9000.0, 36 months,10.99,B,B2,2 years,RENT,40000.0,Oct-2013,debt_consolidation,8.46,680.0
137952606,40000.0, 60 months,10.47,B,B2,10+ years,RENT,73000.0,Aug-2018,medical,1.74,785.0
63214946,10000.0, 36 months,11.53,B,B5,4 years,RENT,30000.0,Oct-2015,debt_consolidation,20.92,680.0
128837393,10500.0, 60 months,9.44,B,B1,10+ years,MORTGAGE,40000.0,Feb-2018,debt_consolidation,20.67,800.0
88132596,12000.0, 36 months,11.49,B,B5,6 years,OWN,82000.0,Aug-2016,credit_card,21.84,680.0
19957325,15000.0, 36 months,10.99,B,B3,< 1 year,MORTGAGE,37000.0,Jul-2014,credit_card,33.35,660.0
130395791,10000.0, 36 months,9.92,B,B2,,RENT,37000.0,Mar-2018,credit_card,20.3,695.0
415990,9200.0, 36 months,11.89,B,B4,2 years,MORTGAGE,45000.0,Jun-2009,debt_consolidation,22.37,710.0
119821026,12000.0, 36 months,9.93,B,B2,10+ years,MORTGAGE,93000.0,Sep-2017,credit_card,6.32,680.0
134955610,13000.0, 36 months,12.13,B,B5,,RENT,70000.0,Jun-2018,credit_card,8.61,685.0
97809532,5000.0, 36 months,8.24,B,B1,6 years,RENT,95000.0,Feb-2017,credit_card,10.76,670.0
111737386,12000.0, 60 months,9.44,B,B1,6 years,RENT,76000.0,Jun-2017,debt_consolidation,15.2,710.0
6155487,12000.0, 36 months,10.64,B,B2,10+ years,MORTGAGE,50000.0,Jul-2013,debt_consolidation,9.5,710.0
88762163,24000.0, 36 months,10.49,B,B3,10+ years,MORTGAGE,100000.0,Sep-2016,credit_card,30.48,710.0
32128629,20000.0, 60 months,10.15,B,B2,10+ years,RENT,78000.0,Oct-2014,debt_consolidation,19.68,750.0
3370245,25000.0, 36 months,13.11,B,B4,3 years,RENT,90000.0,Feb-2013,debt_consolidation,13.09,690.0
142477128,14000.0, 60 months,11.06,B,B3,10+ years,MORTGAGE,95000.0,Oct-2018,debt_consolidation,25.05,715.0
9195998,9450.0, 36 months,13.67,B,B5,10+ years,RENT,28000.0,Dec-2013,other,26.4,700.0
144515612,15000.0, 36 months,12.98,B,B5,< 1 year,RENT,250000.0,Dec-2018,credit_card,9.4,705.0
75264206,9600.0, 36 months,9.16,B,B2,3 years,MORTGAGE,85000.0,Mar-2016,debt_consolidation,10.25,675.0
91567540,10000.0, 36 months,10.49,B,B2,,OWN,48000.0,Nov-2016,debt_consolidation,20.28,670.0
131003086,14000.0, 36 months,10.41,B,B3,10+ years,RENT,90000.0,Apr-2018,debt_consolidation,15.48,700.0
112370015,11200.0, 36 months,10.42,B,B3,1 year,RENT,45000.0,Jul-2017,debt_consolidation,17.2,680.0
39360689,12000.0, 36 months,8.67,B,B1,10+ years,RENT,35000.0,Jan-2015,debt_consolidation,30.49,690.0
140105160,5000.0, 36 months,11.55,B,B4,10+ years,MORTGAGE,40000.0,Sep-2018,credit_card,51.97,665.0
145045503,8000.0, 36 months,11.31,B,B3,10+ years,MORTGAGE,80000.0,Dec-2018,debt_consolidation,36.68,660.0
69482384,35000.0, 60 months,10.78,B,B4,10+ years,MORTGAGE,140000.0,Jan-2016,debt_consolidation,11.34,740.0
61501284,35000.0, 36 months,11.53,B,B5,3 years,MORTGAGE,135000.0,Oct-2015,credit_card,23.15,720.0
84080891,2800.0, 36 months,11.49,B,B5,7 years,OWN,45000.0,Jul-2016,major_purchase,30.88,690.0
62347781,15000.0, 36 months,9.99,B,B3,< 1 year,RENT,65000.0,Oct-2015,credit_card,9.31,695.0
94056676,6000.0, 36 months,11.39,B,B3,4 years,MORTGAGE,48000.0,Nov-2016,debt_consolidation,11.8,660.0
75150549,5000.0, 36 months,11.47,B,B5,10+ years,RENT,68806.48,Mar-2016,vacation,15.02,670.0
85697060,30000.0, 36 months,11.49,B,B5,8 years,MORTGAGE,150000.0,Aug-2016,debt_consolidation,5.35,660.0
144516693,35350.0, 36 months,11.31,B,B3,2 years,MORTGAGE,60000.0,Dec-2018,debt_consolidation,44.79,765.0
1543181,10000.0, 36 months,10.16,B,B1,5 years,MORTGAGE,67000.0,Sep-2012,debt_consolidation,28.24,710.0
60912528,28000.0, 36 months,9.17,B,B2,3 years,RENT,110000.0,Sep-2015,credit_card,18.12,705.0
144140196,13250.0, 60 months,11.8,B,B4,10+ years,MORTGAGE,110000.0,Dec-2018,car,11.24,775.0
84034901,28000.0, 60 months,10.99,B,B4,10+ years,MORTGAGE,150000.0,Jul-2016,debt_consolidation,9.86,695.0
75173314,7500.0, 36 months,10.75,B,B4,,MORTGAGE,58000.0,Mar-2016,debt_consolidation,36.37,685.0
88813161,3000.0, 36 months,9.49,B,B2,10+ years,RENT,46000.0,Sep-2016,debt_consolidation,7.64,670.0
8981024,8000.0, 36 months,9.67,B,B1,9 years,MORTGAGE,77400.0,Nov-2013,credit_card,11.44,665.0
132983711,14000.0, 60 months,9.43,B,B1,10+ years,OWN,260000.0,May-2018,house,8.42,700.0
80978189,20000.0, 36 months,9.16,B,B2,3 years,MORTGAGE,50000.0,Jun-2016,debt_consolidation,24.1,670.0
145330711,20000.0, 36 months,11.8,B,B4,,OWN,48000.0,Dec-2018,debt_consolidation,16.09,685.0
9845113,20000.0, 36 months,11.99,B,B3,8 years,MORTGAGE,140000.0,Dec-2013,debt_consolidation,9.34,685.0
117226284,19000.0, 36 months,9.44,B,B1,10+ years,OWN,40000.0,Aug-2017,debt_consolidation,30.82,725.0
143493045,8000.0, 36 months,10.72,B,B2,3 years,MORTGAGE,30000.0,Nov-2018,debt_consolidation,23.19,680.0
76203047,40000.0, 36 months,11.47,B,B5,3 years,MORTGAGE,130000.0,Apr-2016,debt_consolidation,11.73,720.0
91354706,7775.0, 36 months,11.49,B,B5,< 1 year,MORTGAGE,54000.0,Nov-2016,debt_consolidation,28.79,730.0
75538059,26000.0, 60 months,10.75,B,B4,,MORTGAGE,80571.0,Mar-2016,credit_card,38.6,710.0
63928237,29000.0, 36 months,10.99,B,B4,10+ years,RENT,127000.0,Nov-2015,debt_consolidation,27.56,690.0
74231963,3600.0, 36 months,11.47,B,B5,,RENT,63000.0,Mar-2016,other,29.05,695.0
137165366,27250.0, 60 months,10.08,B,B1,10+ years,MORTGAGE,113000.0,Jul-2018,debt_consolidation,22.79,720.0
123061920,40000.0, 60 months,9.44,B,B1,< 1 year,MORTGAGE,195000.0,Nov-2017,home_improvement,3.87,770.0
115069385,24000.0, 36 months,10.91,B,B4,10+ years,MORTGAGE,106000.0,Aug-2017,debt_consolidation,11.32,670.0
141447385,30000.0, 60 months,10.47,B,B2,10+ years,MORTGAGE,140000.0,Oct-2018,debt_consolidation,8.13,665.0
1622588,14000.0, 36 months,13.11,B,B4,10+ years,RENT,78000.0,Oct-2012,debt_consolidation,18.42,690.0
94141530,6000.0, 36 months,11.44,B,B4,6 years,MORTGAGE,50000.0,Dec-2016,debt_consolidation,33.97,695.0
15771158,5000.0, 36 months,9.17,B,B1,3 years,RENT,60000.0,May-2014,credit_card,11.04,665.0
142586226,6000.0, 36 months,10.47,B,B2,2 years,RENT,30160.0,Oct-2018,debt_consolidation,7.08,670.0
71063136,11200.0, 36 months,9.75,B,B3,4 years,OWN,54000.0,Feb-2016,debt_consolidation,33.6,720.0
118219427,12000.0, 36 months,10.42,B,B3,,RENT,55000.0,Sep-2017,debt_consolidation,18.96,670.0
119266677,6400.0, 36 months,11.99,B,B5,5 years,RENT,47500.0,Sep-2017,debt_consolidation,14.73,680.0
84869807,10450.0, 36 months,8.99,B,B1,5 years,MORTGAGE,108000.0,Jul-2016,debt_consolidation,12.28,665.0
119898646,12000.0, 36 months,9.93,B,B2,2 years,RENT,75000.0,Sep-2017,debt_consolidation,13.28,695.0
131269528,18000.0, 36 months,9.92,B,B2,3 years,MORTGAGE,225000.0,Apr-2018,debt_consolidation,17.08,685.0
119301342,25000.0, 60 months,9.93,B,B2,7 years,OWN,150000.0,Sep-2017,home_improvement,15.47,700.0
29133579,10000.0, 36 months,10.99,B,B3,< 1 year,RENT,80000.0,Oct-2014,credit_card,15.69,695.0
40412517,19175.0, 36 months,10.49,B,B3,10+ years,MORTGAGE,50000.0,Feb-2015,credit_card,13.59,680.0
1417340,12375.0, 36 months,10.16,B,B1,9 years,RENT,75000.0,Jul-2012,debt_consolidation,18.14,705.0
100084901,15000.0, 36 months,11.44,B,B4,10+ years,MORTGAGE,49900.0,Mar-2017,debt_consolidation,21.07,700.0
758995,20000.0, 36 months,11.49,B,B4,3 years,MORTGAGE,70000.0,Jun-2011,debt_consolidation,11.01,705.0
130331807,10000.0, 36 months,10.41,B,B3,2 years,RENT,65000.0,Mar-2018,credit_card,6.3,660.0
2083414,20050.0, 60 months,12.12,B,B3,3 years,MORTGAGE,46500.0,Dec-2012,debt_consolidation,26.43,740.0
1148022,10000.0, 36 months,9.76,B,B1,2 years,MORTGAGE,55000.0,Feb-2012,credit_card,5.04,725.0
139969396,30000.0, 60 months,12.73,B,B5,8 years,MORTGAGE,51000.0,Sep-2018,credit_card,16.47,700.0
118605288,9500.0, 36 months,11.99,B,B5,3 years,MORTGAGE,54595.0,Sep-2017,debt_consolidation,27.79,705.0
77102019,13000.0, 36 months,8.39,B,B1,10+ years,MORTGAGE,59000.0,Apr-2016,credit_card,9.15,700.0
65631572,15000.0, 60 months,11.49,B,B5,3 years,RENT,126245.0,Nov-2015,debt_consolidation,34.74,670.0
88986931,5000.0, 36 months,11.49,B,B5,2 years,OWN,49000.0,Sep-2016,credit_card,8.3,665.0
144693869,21000.0, 60 months,10.33,B,B1,10+ years,MORTGAGE,50000.0,Dec-2018,debt_consolidation,8.38,845.0
131238134,25000.0, 60 months,9.92,B,B2,10+ years,MORTGAGE,55000.0,Apr-2018,debt_consolidation,14.03,760.0
58542644,6000.0, 36 months,11.53,B,B5,6 years,OWN,35000.0,Aug-2015,debt_consolidation,5.62,665.0
73981439,10000.0, 36 months,8.39,B,B1,8 years,RENT,40000.0,Mar-2016,house,24.15,680.0
119381054,10000.0, 36 months,9.93,B,B2,9 years,MORTGAGE,45000.0,Sep-2017,debt_consolidation,5.92,665.0
50910545,9000.0, 36 months,10.99,B,B4,2 years,RENT,48000.0,Jun-2015,debt_consolidation,11.4,675.0
92961597,35000.0, 36 months,11.39,B,B3,2 years,RENT,175000.0,Nov-2016,debt_consolidation,17.47,670.0
50183912,8000.0, 36 months,8.18,B,B1,,MORTGAGE,22300.0,May-2015,debt_consolidation,16.68,755.0
17723565,12000.0, 36 months,9.17,B,B1,7 years,RENT,72300.0,Jul-2014,credit_card,3.98,690.0
1576690,11200.0, 36 months,13.11,B,B4,10+ years,RENT,96000.0,Oct-2012,debt_consolidation,15.31,680.0
128269247,12000.0, 36 months,10.9,B,B4,10+ years,OWN,113000.0,Mar-2018,debt_consolidation,9.69,695.0
6188865,20000.0, 36 months,12.35,B,B4,10+ years,RENT,61000.0,Jul-2013,debt_consolidation,23.43,700.0
90251807,20000.0, 36 months,11.49,B,B5,1 year,RENT,180000.0,Sep-2016,debt_consolidation,9.94,665.0
138630120,22000.0, 36 months,10.47,B,B2,6 years,MORTGAGE,130000.0,Aug-2018,credit_card,9.17,685.0
131652756,20000.0, 36 months,9.43,B,B1,10+ years,RENT,64844.48,Apr-2018,debt_consolidation,31.26,710.0
1067223,7350.0, 36 months,10.65,B,B2,10+ years,MORTGAGE,48000.0,Dec-2011,debt_consolidation,11.93,695.0
128563007,40000.0, 60 months,11.98,B,B5,1 year,MORTGAGE,98000.0,Feb-2018,debt_consolidation,6.15,790.0
119369452,32000.0, 60 months,9.93,B,B2,4 years,MORTGAGE,85000.0,Sep-2017,credit_card,8.25,705.0
112754798,4200.0, 36 months,10.91,B,B4,< 1 year,MORTGAGE,31000.0,Jul-2017,home_improvement,43.09,680.0
124965108,12000.0, 60 months,9.44,B,B1,7 years,MORTGAGE,80000.0,Nov-2017,home_improvement,24.24,720.0
65915673,15000.0, 36 months,10.64,B,B4,10+ years,MORTGAGE,75000.0,Dec-2015,credit_card,26.0,660.0
51847644,6000.0, 36 months,9.17,B,B2,5 years,MORTGAGE,60000.0,Jun-2015,debt_consolidation,23.78,690.0
8981064,8800.0, 36 months,12.99,B,B4,5 years,MORTGAGE,58000.0,Dec-2013,debt_consolidation,26.28,665.0
93982379,12000.0, 36 months,11.44,B,B4,5 years,MORTGAGE,65000.0,Nov-2016,credit_card,17.6,665.0
144533615,3500.0, 36 months,10.33,B,B1,10+ years,MORTGAGE,75000.0,Dec-2018,debt_consolidation,19.2,670.0
75740529,9000.0, 36 months,9.75,B,B3,1 year,RENT,60000.0,Mar-2016,credit_card,15.84,675.0
81476814,11200.0, 36 months,10.49,B,B3,< 1 year,RENT,40000.0,Jun-2016,debt_consolidation,29.61,680.0
103668170,5500.0, 36 months,11.44,B,B4,10+ years,OWN,30000.0,Mar-2017,credit_card,23.96,695.0
62255248,11000.0, 60 months,8.18,B,B1,< 1 year,RENT,45000.0,Oct-2015,credit_card,16.56,690.0
131992474,12000.0, 36 months,11.98,B,B5,5 years,RENT,301260.0,Apr-2018,debt_consolidation,6.15,680.0
64160864,10000.0, 36 months,9.99,B,B3,< 1 year,RENT,70000.0,Nov-2015,debt_consolidation,9.51,725.0
12517916,15000.0, 36 months,11.99,B,B3,10+ years,MORTGAGE,64000.0,Mar-2014,debt_consolidation,14.71,690.0
60607188,18000.0, 60 months,11.53,B,B5,2 years,RENT,115000.0,Sep-2015,major_purchase,14.68,665.0
125786911,25000.0, 36 months,11.99,B,B5,10+ years,MORTGAGE,161000.0,Dec-2017,debt_consolidation,33.04,700.0
75189909,30000.0, 36 months,9.16,B,B2,8 years,RENT,90000.0,Mar-2016,credit_card,19.22,685.0
105782812,2000.0, 36 months,11.49,B,B5,2 years,RENT,105000.0,Apr-2017,other,7.3,670.0
65482797,15000.0, 36 months,9.99,B,B3,7 years,OWN,55000.0,Dec-2015,home_improvement,10.34,715.0
67258552,8000.0, 36 months,11.22,B,B5,10+ years,MORTGAGE,60000.0,Dec-2015,debt_consolidation,13.9,680.0
42753340,30000.0, 60 months,10.99,B,B4,10+ years,MORTGAGE,145000.0,Mar-2015,home_improvement,16.44,695.0
97473591,10000.0, 36 months,8.24,B,B1,4 years,RENT,78000.0,Feb-2017,debt_consolidation,22.77,660.0
94468084,16000.0, 36 months,10.49,B,B2,10+ years,MORTGAGE,88000.0,Dec-2016,debt_consolidation,24.87,690.0
34363615,30000.0, 60 months,11.99,B,B5,8 years,MORTGAGE,105000.0,Nov-2014,credit_card,33.75,715.0
131569115,26000.0, 60 months,10.9,B,B4,2 years,MORTGAGE,88000.0,Apr-2018,debt_consolidation,17.41,710.0
102947245,10000.0, 36 months,11.49,B,B5,10+ years,RENT,40000.0,Mar-2017,home_improvement,3.93,805.0
93996454,30000.0, 36 months,11.39,B,B3,10+ years,MORTGAGE,90000.0,Nov-2016,debt_consolidation,30.79,700.0
59119652,20000.0, 36 months,8.18,B,B1,5 years,MORTGAGE,117000.0,Aug-2015,debt_consolidation,13.33,680.0
143502101,8000.0, 36 months,11.8,B,B4,10+ years,MORTGAGE,80000.0,Nov-2018,debt_consolidation,30.95,685.0
136222860,5000.0, 36 months,10.08,B,B1,10+ years,MORTGAGE,65000.0,Jul-2018,debt_consolidation,9.99,720.0
72184245,12000.0, 36 months,9.16,B,B2,10+ years,OWN,75000.0,Feb-2016,car,21.54,725.0
85961811,7200.0, 36 months,9.49,B,B2,8 years,MORTGAGE,103000.0,Aug-2016,debt_consolidation,15.82,735.0
58573849,21000.0, 36 months,10.99,B,B4,,MORTGAGE,145000.0,Sep-2015,debt_consolidation,8.62,670.0
96662721,6000.0, 36 months,11.39,B,B3,4 years,OWN,155000.0,Jan-2017,vacation,21.71,680.0
138032194,24000.0, 60 months,10.08,B,B1,10+ years,OWN,120000.0,Aug-2018,credit_card,8.01,685.0
14700017,15000.0, 36 months,9.17,B,B1,7 years,MORTGAGE,86000.0,May-2014,debt_consolidation,9.32,700.0
30686331,12100.0, 36 months,10.15,B,B2,10+ years,OWN,63000.0,Oct-2014,debt_consolidation,22.2,675.0
85723340,6000.0, 36 months,9.49,B,B2,10+ years,RENT,35000.0,Jul-2016,credit_card,8.54,685.0
57428443,28000.0, 60 months,9.17,B,B2,4 years,MORTGAGE,140000.0,Aug-2015,debt_consolidation,20.38,710.0
52046509,3600.0, 36 months,8.18,B,B1,10+ years,MORTGAGE,65000.0,Jun-2015,home_improvement,17.28,695.0
131629229,12000.0, 36 months,9.92,B,B2,2 years,MORTGAGE,170000.0,Apr-2018,debt_consolidation,9.62,685.0
128373256,40000.0, 60 months,11.99,B,B5,,OWN,45000.0,Feb-2018,small_business,1.89,795.0
136456167,11000.0, 36 months,10.08,B,B1,4 years,RENT,72000.0,Jul-2018,credit_card,2.27,715.0
44906222,22000.0, 60 months,11.53,B,B5,10+ years,MORTGAGE,80333.0,Apr-2015,debt_consolidation,9.43,750.0
25376013,9000.0, 36 months,10.15,B,B2,10+ years,OWN,56000.0,Aug-2014,debt_consolidation,23.87,685.0
1523175,12000.0, 36 months,11.14,B,B2,5 years,RENT,39500.0,Sep-2012,credit_card,31.72,715.0
92981600,15000.0, 36 months,8.24,B,B1,3 years,MORTGAGE,46600.0,Nov-2016,debt_consolidation,21.32,670.0
91444876,20000.0, 36 months,11.49,B,B5,2 years,RENT,130000.0,Oct-2016,debt_consolidation,14.54,695.0
91131111,28000.0, 36 months,8.99,B,B1,4 years,MORTGAGE,155000.0,Oct-2016,debt_consolidation,13.06,705.0
137320000,10500.0, 36 months,11.55,B,B4,1 year,RENT,35000.0,Jul-2018,credit_card,6.21,700.0
1552538,5325.0, 36 months,10.16,B,B1,3 years,RENT,30000.0,Nov-2012,major_purchase,4.2,690.0
123961020,30000.0, 60 months,9.93,B,B2,2 years,RENT,150000.0,Nov-2017,other,7.82,730.0
96933408,10000.0, 36 months,11.44,B,B4,2 years,OWN,105000.0,Jan-2017,credit_card,14.58,680.0
112456588,11000.0, 36 months,9.93,B,B2,10+ years,RENT,71000.0,Jul-2017,car,17.11,670.0
137465443,10000.0, 36 months,10.08,B,B1,10+ years,RENT,60000.0,Jul-2018,debt_consolidation,31.96,670.0
79032837,25000.0, 36 months,9.16,B,B2,4 years,MORTGAGE,67500.0,May-2016,debt_consolidation,23.29,665.0
96186675,20000.0, 36 months,10.49,B,B2,3 years,MORTGAGE,65000.0,Jan-2017,debt_consolidation,26.59,675.0
130410651,5500.0, 36 months,9.43,B,B1,2 years,MORTGAGE,40000.0,Mar-2018,debt_consolidation,25.05,715.0
126688508,15000.0, 60 months,11.99,B,B5,2 years,MORTGAGE,72000.0,Jan-2018,home_improvement,17.67,735.0
140318746,33600.0, 60 months,12.73,B,B5,10+ years,MORTGAGE,120000.0,Sep-2018,debt_consolidation,25.02,665.0
1690809,10000.0, 36 months,12.12,B,B3,10+ years,RENT,50000.0,Nov-2012,credit_card,11.8,690.0
32849927,8000.0, 36 months,12.49,B,B5,3 years,RENT,38000.0,Oct-2014,credit_card,19.84,685.0
11706717,5200.0, 36 months,12.99,B,B5,< 1 year,MORTGAGE,36000.0,Mar-2014,debt_consolidation,7.43,680.0
64067622,24000.0, 36 months,10.99,B,B4,2 years,OWN,69000.0,Nov-2015,credit_card,10.45,675.0
48012748,3000.0, 36 months,11.53,B,B5,1 year,MORTGAGE,63000.0,May-2015,debt_consolidation,23.57,690.0
91617279,5000.0, 36 months,8.99,B,B1,,RENT,36000.0,Oct-2016,debt_consolidation,26.11,730.0
55473394,5600.0, 36 months,11.53,B,B5,10+ years,MORTGAGE,110000.0,Aug-2015,home_improvement,14.36,685.0
97829293,10000.0, 36 months,10.49,B,B2,1 year,MORTGAGE,150000.0,Feb-2017,moving,23.0,665.0
3296375,10000.0, 36 months,10.16,B,B1,1 year,RENT,45000.0,Feb-2013,car,6.91,715.0
88821870,5000.0, 36 months,10.99,B,B4,10+ years,OWN,87132.0,Sep-2016,debt_consolidation,1.09,690.0
102661072,11000.0, 36 months,11.49,B,B5,2 years,RENT,50000.0,Apr-2017,credit_card,13.03,720.0
85715548,10000.0, 36 months,11.49,B,B5,< 1 year,RENT,49000.0,Jul-2016,debt_consolidation,12.42,690.0
84051799,7350.0, 36 months,11.49,B,B5,3 years,RENT,50000.0,Jul-2016,debt_consolidation,20.98,670.0
10224810,7000.0, 36 months,12.85,B,B4,5 years,RENT,31000.0,Jan-2014,credit_card,12.08,680.0
99911272,4250.0, 36 months,11.49,B,B5,7 years,MORTGAGE,110000.0,Feb-2017,credit_card,4.57,670.0
65986898,10000.0, 36 months,8.38,B,B1,< 1 year,RENT,45500.0,Dec-2015,debt_consolidation,10.74,710.0
87975791,6000.0, 36 months,8.99,B,B1,,OWN,20400.0,Aug-2016,credit_card,16.65,700.0
71007140,18000.0, 36 months,9.75,B,B3,7 years,RENT,80000.0,Feb-2016,credit_card,16.44,695.0
119360032,25000.0, 36 months,9.44,B,B1,10+ years,RENT,70000.0,Sep-2017,debt_consolidation,28.81,760.0
65954516,32000.0, 60 months,9.76,B,B3,10+ years,MORTGAGE,127000.0,Dec-2015,major_purchase,6.55,755.0
76244994,15000.0, 36 months,10.75,B,B4,10+ years,MORTGAGE,80000.0,Apr-2016,other,5.61,660.0
856521,3500.0, 36 months,9.99,B,B1,3 years,RENT,24240.0,Aug-2011,major_purchase,0.0,775.0
35501140,15000.0, 36 months,10.49,B,B3,4 years,MORTGAGE,95000.0,Nov-2014,debt_consolidation,23.0,715.0
142752958,40000.0, 60 months,10.08,B,B1,5 years,MORTGAGE,185000.0,Nov-2018,credit_card,30.11,665.0
128556337,5000.0, 36 months,10.41,B,B3,< 1 year,RENT,80000.0,Mar-2018,major_purchase,5.12,755.0
124878699,12000.0, 36 months,9.44,B,B1,10+ years,MORTGAGE,26000.0,Nov-2017,credit_card,35.88,715.0
67949516,25000.0, 60 months,11.22,B,B5,9 years,MORTGAGE,55000.0,Dec-2015,debt_consolidation,27.17,705.0
1396556,10000.0, 36 months,14.09,B,B5,10+ years,MORTGAGE,140000.0,Jul-2012,debt_consolidation,7.77,675.0
137296734,3600.0, 36 months,10.47,B,B2,2 years,RENT,60000.0,Jul-2018,credit_card,17.74,705.0
136745186,2500.0, 36 months,11.06,B,B3,4 years,MORTGAGE,90000.0,Jul-2018,major_purchase,9.41,720.0
139754107,40000.0, 36 months,10.08,B,B1,6 years,RENT,130000.0,Oct-2018,home_improvement,1.87,685.0
125288051,4000.0, 36 months,9.44,B,B1,< 1 year,RENT,22000.0,Dec-2017,debt_consolidation,5.56,670.0
143308539,7700.0, 36 months,10.72,B,B2,1 year,MORTGAGE,75000.0,Nov-2018,credit_card,11.57,700.0
1119494,11400.0, 36 months,11.71,B,B3,7 years,RENT,40000.0,Feb-2012,debt_consolidation,18.84,695.0
138530375,30000.0, 60 months,10.08,B,B1,4 years,MORTGAGE,117000.0,Aug-2018,debt_consolidation,19.12,730.0
133760657,30000.0, 60 months,11.05,B,B4,5 years,OWN,73000.0,May-2018,debt_consolidation,33.55,775.0
122240435,40000.0, 60 months,9.44,B,B1,9 years,RENT,150000.0,Nov-2017,debt_consolidation,5.99,720.0
65664304,5000.0, 36 months,10.99,B,B4,10+ years,MORTGAGE,24000.0,Nov-2015,debt_consolidation,23.65,705.0
63469571,10000.0, 36 months,8.18,B,B1,5 years,RENT,112000.0,Oct-2015,debt_consolidation,3.11,675.0
130889430,33600.0, 60 months,11.98,B,B5,3 years,MORTGAGE,160000.0,Mar-2018,debt_consolidation,5.63,735.0
100105776,3500.0, 36 months,11.39,B,B3,10+ years,RENT,55000.0,Mar-2017,debt_consolidation,20.73,680.0
8567524,26000.0, 36 months,11.99,B,B3,1 year,RENT,60000.0,Nov-2013,debt_consolidation,20.12,710.0
135902470,11200.0, 36 months,11.05,B,B4,4 years,OWN,84000.0,Jun-2018,other,16.72,760.0
46155175,27200.0, 60 months,9.99,B,B3,3 years,RENT,61500.0,Apr-2015,debt_consolidation,17.62,730.0
109564595,18000.0, 60 months,9.44,B,B1,10+ years,MORTGAGE,135000.0,Jun-2017,credit_card,21.54,700.0
60881345,23625.0, 36 months,10.99,B,B4,8 years,MORTGAGE,86000.0,Sep-2015,debt_consolidation,21.07,705.0
62389135,15000.0, 36 months,8.18,B,B1,10+ years,RENT,55000.0,Oct-2015,credit_card,9.21,670.0
