loan_id,vintage_month,months_on_book,snapshot_month,delinquency_state
69038296,2016-01,15,2017-03,current
69038296,2016-01,16,2017-04,current
69038296,2016-01,17,2017-05,current
69038296,2016-01,18,2017-06,current
69038296,2016-01,19,2017-07,current
69038296,2016-01,20,2017-08,current
69038296,2016-01,21,2017-09,paid_off
15259246,2014-04,1,2014-04,current
15259246,2014-04,2,2014-05,current
15259246,2014-04,3,2014-06,current
15259246,2014-04,4,2014-07,current
15259246,2014-04,5,2014-08,current
15259246,2014-04,6,2014-09,current
15259246,2014-04,7,2014-10,current
15259246,2014-04,8,2014-11,current
15259246,2014-04,9,2014-12,current
15259246,2014-04,10,2015-01,current
15259246,2014-04,11,2015-02,current
15259246,2014-04,12,2015-03,current
15259246,2014-04,13,2015-04,current
15259246,2014-04,14,2015-05,current
15259246,2014-04,15,2015-06,current
15259246,2014-04,16,2015-07,current
15259246,2014-04,17,2015-08,current
15259246,2014-04,18,2015-09,current
15259246,2014-04,19,2015-10,current
15259246,2014-04,20,2015-11,current
15259246,2014-04,21,2015-12,current
15259246,2014-04,22,2016-01,current
15259246,2014-04,23,2016-02,paid_off
112675392,2017-07,1,2017-07,current
112675392,2017-07,2,2017-08,current
112675392,2017-07,3,2017-09,current
112675392,2017-07,4,2017-10,current
112675392,2017-07,5,2017-11,current
112675392,2017-07,6,2017-12,current
112675392,2017-07,7,2018-01,current
112675392,2017-07,8,2018-02,current
112675392,2017-07,9,2018-03,current
112675392,2017-07,10,2018-04,current
112675392,2017-07,11,2018-05,current
112675392,2017-07,12,2018-06,current
112675392,2017-07,13,2018-07,current
112675392,2017-07,14,2018-08,current
112675392,2017-07,15,2018-09,paid_off
100024717,2017-03,1,2017-03,current
100024717,2017-03,2,2017-04,current
100024717,2017-03,3,2017-05,current
100024717,2017-03,4,2017-06,current
100024717,2017-03,5,2017-07,current
100024717,2017-03,6,2017-08,current
100024717,2017-03,7,2017-09,current
100024717,2017-03,8,2017-10,current
100024717,2017-03,9,2017-11,current
100024717,2017-03,10,2017-12,current
100024717,2017-03,11,2018-01,current
100024717,2017-03,12,2018-02,current
100024717,2017-03,13,2018-03,current
100024717,2017-03,14,2018-04,current
100024717,2017-03,15,2018-05,paid_off
96329674,2017-01,1,2017-01,current
96329674,2017-01,2,2017-02,current
96329674,2017-01,3,2017-03,current
96329674,2017-01,4,2017-04,current
96329674,2017-01,5,2017-05,current
96329674,2017-01,6,2017-06,current
96329674,2017-01,7,2017-07,current
96329674,2017-01,8,2017-08,current
96329674,2017-01,9,2017-09,current
96329674,2017-01,10,2017-10,current
96329674,2017-01,11,2017-11,current
96329674,2017-01,12,2017-12,current
96329674,2017-01,13,2018-01,current
96329674,2017-01,14,2018-02,current
96329674,2017-01,15,2018-03,current
96329674,2017-01,16,2018-04,current
96329674,2017-01,17,2018-05,current
96329674,2017-01,18,2018-06,current
96329674,2017-01,19,2018-07,current
96329674,2017-01,20,2018-08,current
96329674,2017-01,21,2018-09,current
96329674,2017-01,22,2018-10,current
96329674,2017-01,23,2018-11,current
96329674,2017-01,24,2018-12,current
96329674,2017-01,25,2019-01,current
96329674,2017-01,26,2019-02,current
96329674,2017-01,27,2019-03,current
96329674,2017-01,28,2019-04,current
96329674,2017-01,29,2019-05,current
96329674,2017-01,30,2019-06,current
96329674,2017-01,31,2019-07,current
96329674,2017-01,32,2019-08,current
96329674,2017-01,33,2019-09,current
96329674,2017-01,34,2019-10,current
96329674,2017-01,35,2019-11,current
96329674,2017-01,36,2019-12,current
132472321,2018-05,1,2018-05,current
132472321,2018-05,2,2018-06,current
132472321,2018-05,3,2018-07,current
132472321,2018-05,4,2018-08,current
132472321,2018-05,5,2018-09,current
132472321,2018-05,6,2018-10,current
132472321,2018-05,7,2018-11,current
132472321,2018-05,8,2018-12,current
132472321,2018-05,9,2019-01,current
132472321,2018-05,10,2019-02,current
132472321,2018-05,11,2019-03,current
132472321,2018-05,12,2019-04,current
132472321,2018-05,13,2019-05,current
132472321,2018-05,14,2019-06,current
132472321,2018-05,15,2019-07,current
132472321,2018-05,16,2019-08,current
132472321,2018-05,17,2019-09,current
132472321,2018-05,18,2019-10,current
132472321,2018-05,19,2019-11,current
132472321,2018-05,20,2019-12,current
132472321,2018-05,21,2020-01,current
132472321,2018-05,22,2020-02,current
132472321,2018-05,23,2020-03,current
132472321,2018-05,24,2020-04,current
132472321,2018-05,25,2020-05,current
132472321,2018-05,26,2020-06,current
132472321,2018-05,27,2020-07,current
132472321,2018-05,28,2020-08,current
132472321,2018-05,29,2020-09,current
132472321,2018-05,30,2020-10,current
132472321,2018-05,31,2020-11,current
132472321,2018-05,32,2020-12,current
132472321,2018-05,33,2021-01,current
132472321,2018-05,34,2021-02,current
132472321,2018-05,35,2021-03,current
132472321,2018-05,36,2021-04,current
66525331,2015-12,1,2015-12,current
66525331,2015-12,2,2016-01,current
66525331,2015-12,3,2016-02,current
66525331,2015-12,4,2016-03,current
66525331,2015-12,5,2016-04,current
66525331,2015-12,6,2016-05,current
66525331,2015-12,7,2016-06,current
66525331,2015-12,8,2016-07,current
66525331,2015-12,9,2016-08,current
66525331,2015-12,10,2016-09,current
66525331,2015-12,11,2016-10,current
66525331,2015-12,12,2016-11,current
66525331,2015-12,13,2016-12,current
66525331,2015-12,14,2017-01,current
66525331,2015-12,15,2017-02,current
66525331,2015-12,16,2017-03,current
66525331,2015-12,17,2017-04,current
66525331,2015-12,18,2017-05,current
66525331,2015-12,19,2017-06,current
66525331,2015-12,20,2017-07,current
66525331,2015-12,21,2017-08,current
66525331,2015-12,22,2017-09,current
66525331,2015-12,23,2017-10,current
66525331,2015-12,24,2017-11,current
66525331,2015-12,25,2017-12,current
66525331,2015-12,26,2018-01,current
66525331,2015-12,27,2018-02,current
66525331,2015-12,28,2018-03,current
66525331,2015-12,29,2018-04,current
66525331,2015-12,30,2018-05,current
66525331,2015-12,31,2018-06,current
66525331,2015-12,32,2018-07,current
66525331,2015-12,33,2018-08,current
66525331,2015-12,34,2018-09,current
66525331,2015-12,35,2018-10,current
66525331,2015-12,36,2018-11,current
65423245,2015-11,1,2015-11,current
65423245,2015-11,2,2015-12,current
65423245,2015-11,3,2016-01,current
65423245,2015-11,4,2016-02,paid_off
131718764,2018-04,1,2018-04,current
131718764,2018-04,2,2018-05,current
131718764,2018-04,3,2018-06,current
131718764,2018-04,4,2018-07,current
131718764,2018-04,5,2018-08,current
131718764,2018-04,6,2018-09,current
131718764,2018-04,7,2018-10,current
131718764,2018-04,8,2018-11,current
131718764,2018-04,9,2018-12,paid_off
131613083,2018-04,1,2018-04,current
131613083,2018-04,2,2018-05,current
131613083,2018-04,3,2018-06,current
131613083,2018-04,4,2018-07,current
131613083,2018-04,5,2018-08,current
131613083,2018-04,6,2018-09,current
131613083,2018-04,7,2018-10,current
131613083,2018-04,8,2018-11,current
131613083,2018-04,9,2018-12,current
131613083,2018-04,10,2019-01,current
131613083,2018-04,11,2019-02,current
131613083,2018-04,12,2019-03,current
131613083,2018-04,13,2019-04,current
131613083,2018-04,14,2019-05,current
131613083,2018-04,15,2019-06,current
131613083,2018-04,16,2019-07,current
131613083,2018-04,17,2019-08,current
131613083,2018-04,18,2019-09,current
131613083,2018-04,19,2019-10,current
131613083,2018-04,20,2019-11,current
131613083,2018-04,21,2019-12,current
131613083,2018-04,22,2020-01,current
131613083,2018-04,23,2020-02,current
131613083,2018-04,24,2020-03,current
131613083,2018-04,25,2020-04,current
131613083,2018-04,26,2020-05,current
131613083,2018-04,27,2020-06,current
131613083,2018-04,28,2020-07,current
131613083,2018-04,29,2020-08,current
131613083,2018-04,30,2020-09,current
131613083,2018-04,31,2020-10,current
131613083,2018-04,32,2020-11,current
131613083,2018-04,33,2020-12,current
131613083,2018-04,34,2021-01,current
131613083,2018-04,35,2021-02,current
131613083,2018-04,36,2021-03,current
139229006,2018-08,1,2018-08,current
139229006,2018-08,2,2018-09,current
139229006,2018-08,3,2018-10,current
139229006,2018-08,4,2018-11,current
139229006,2018-08,5,2018-12,current
139229006,2018-08,6,2019-01,current
139229006,2018-08,7,2019-02,current
139229006,2018-08,8,2019-03,current
139229006,2018-08,9,2019-04,current
139229006,2018-08,10,2019-05,current
139229006,2018-08,11,2019-06,current
139229006,2018-08,12,2019-07,current
139229006,2018-08,13,2019-08,current
139229006,2018-08,14,2019-09,current
139229006,2018-08,15,2019-10,current
139229006,2018-08,16,2019-11,current
139229006,2018-08,17,2019-12,current
139229006,2018-08,18,2020-01,current
139229006,2018-08,19,2020-02,current
139229006,2018-08,20,2020-03,current
139229006,2018-08,21,2020-04,current
139229006,2018-08,22,2020-05,current
139229006,2018-08,23,2020-06,current
139229006,2018-08,24,2020-07,current
139229006,2018-08,25,2020-08,current
139229006,2018-08,26,2020-09,current
139229006,2018-08,27,2020-10,current
139229006,2018-08,28,2020-11,current
139229006,2018-08,29,2020-12,current
139229006,2018-08,30,2021-01,current
139229006,2018-08,31,2021-02,current
139229006,2018-08,32,2021-03,current
139229006,2018-08,33,2021-04,current
139229006,2018-08,34,2021-05,current
139229006,2018-08,35,2021-06,current
139229006,2018-08,36,2021-07,current
75780554,2016-03,1,2016-03,current
75780554,2016-03,2,2016-04,current
75780554,2016-03,3,2016-05,current
75780554,2016-03,4,2016-06,current
75780554,2016-03,5,2016-07,current
75780554,2016-03,6,2016-08,current
75780554,2016-03,7,2016-09,current
75780554,2016-03,8,2016-10,current
75780554,2016-03,9,2016-11,current
75780554,2016-03,10,2016-12,current
75780554,2016-03,11,2017-01,current
75780554,2016-03,12,2017-02,current
75780554,2016-03,13,2017-03,current
75780554,2016-03,14,2017-04,current
75780554,2016-03,15,2017-05,current
75780554,2016-03,16,2017-06,current
75780554,2016-03,17,2017-07,current
75780554,2016-03,18,2017-08,current
75780554,2016-03,19,2017-09,current
75780554,2016-03,20,2017-10,current
75780554,2016-03,21,2017-11,current
75780554,2016-03,22,2017-12,current
75780554,2016-03,23,2018-01,current
75780554,2016-03,24,2018-02,current
75780554,2016-03,25,2018-03,current
75780554,2016-03,26,2018-04,current
75780554,2016-03,27,2018-05,current
75780554,2016-03,28,2018-06,current
75780554,2016-03,29,2018-07,current
75780554,2016-03,30,2018-08,current
75780554,2016-03,31,2018-09,current
75780554,2016-03,32,2018-10,current
75780554,2016-03,33,2018-11,current
75780554,2016-03,34,2018-12,current
75780554,2016-03,35,2019-01,current
75780554,2016-03,36,2019-02,current
127051114,2018-01,1,2018-01,current
127051114,2018-01,2,2018-02,current
127051114,2018-01,3,2018-03,current
127051114,2018-01,4,2018-04,current
127051114,2018-01,5,2018-05,current
127051114,2018-01,6,2018-06,current
127051114,2018-01,7,2018-07,current
127051114,2018-01,8,2018-08,current
127051114,2018-01,9,2018-09,current
127051114,2018-01,10,2018-10,current
127051114,2018-01,11,2018-11,current
127051114,2018-01,12,2018-12,current
127051114,2018-01,13,2019-01,current
127051114,2018-01,14,2019-02,current
127051114,2018-01,15,2019-03,current
127051114,2018-01,16,2019-04,current
127051114,2018-01,17,2019-05,current
127051114,2018-01,18,2019-06,current
127051114,2018-01,19,2019-07,current
127051114,2018-01,20,2019-08,paid_off
75377734,2016-04,1,2016-04,current
75377734,2016-04,2,2016-05,current
75377734,2016-04,3,2016-06,current
75377734,2016-04,4,2016-07,current
75377734,2016-04,5,2016-08,current
75377734,2016-04,6,2016-09,current
75377734,2016-04,7,2016-10,current
75377734,2016-04,8,2016-11,current
75377734,2016-04,9,2016-12,current
75377734,2016-04,10,2017-01,paid_off
134123225,2018-05,1,2018-05,current
134123225,2018-05,2,2018-06,current
134123225,2018-05,3,2018-07,current
134123225,2018-05,4,2018-08,dpd30
134123225,2018-05,5,2018-09,current
134123225,2018-05,6,2018-10,current
134123225,2018-05,7,2018-11,current
134123225,2018-05,8,2018-12,current
134123225,2018-05,9,2019-01,current
134123225,2018-05,10,2019-02,current
134123225,2018-05,11,2019-03,current
134123225,2018-05,12,2019-04,current
134123225,2018-05,13,2019-05,current
134123225,2018-05,14,2019-06,current
134123225,2018-05,15,2019-07,current
134123225,2018-05,16,2019-08,current
134123225,2018-05,17,2019-09,current
134123225,2018-05,18,2019-10,current
134123225,2018-05,19,2019-11,current
134123225,2018-05,20,2019-12,paid_off
41021031,2015-02,1,2015-02,current
41021031,2015-02,2,2015-03,current
41021031,2015-02,3,2015-04,current
41021031,2015-02,4,2015-05,current
41021031,2015-02,5,2015-06,current
41021031,2015-02,6,2015-07,current
41021031,2015-02,7,2015-08,current
41021031,2015-02,8,2015-09,current
41021031,2015-02,9,2015-10,current
41021031,2015-02,10,2015-11,current
41021031,2015-02,11,2015-12,current
41021031,2015-02,12,2016-01,current
41021031,2015-02,13,2016-02,current
41021031,2015-02,14,2016-03,current
41021031,2015-02,15,2016-04,current
41021031,2015-02,16,2016-05,current
41021031,2015-02,17,2016-06,current
41021031,2015-02,18,2016-07,current
41021031,2015-02,19,2016-08,current
41021031,2015-02,20,2016-09,current
41021031,2015-02,21,2016-10,paid_off
95324514,2016-12,1,2016-12,current
95324514,2016-12,2,2017-01,current
95324514,2016-12,3,2017-02,current
95324514,2016-12,4,2017-03,current
95324514,2016-12,5,2017-04,current
95324514,2016-12,6,2017-05,current
95324514,2016-12,7,2017-06,current
95324514,2016-12,8,2017-07,current
95324514,2016-12,9,2017-08,current
95324514,2016-12,10,2017-09,current
95324514,2016-12,11,2017-10,dpd30
95324514,2016-12,12,2017-11,dpd30
95324514,2016-12,13,2017-12,current
95324514,2016-12,14,2018-01,current
95324514,2016-12,15,2018-02,current
95324514,2016-12,16,2018-03,current
95324514,2016-12,17,2018-04,current
95324514,2016-12,18,2018-05,current
95324514,2016-12,19,2018-06,current
95324514,2016-12,20,2018-07,current
95324514,2016-12,21,2018-08,current
95324514,2016-12,22,2018-09,current
95324514,2016-12,23,2018-10,current
95324514,2016-12,24,2018-11,current
95324514,2016-12,25,2018-12,current
95324514,2016-12,26,2019-01,current
95324514,2016-12,27,2019-02,paid_off
48635004,2015-05,1,2015-05,current
48635004,2015-05,2,2015-06,current
48635004,2015-05,3,2015-07,current
48635004,2015-05,4,2015-08,current
48635004,2015-05,5,2015-09,current
48635004,2015-05,6,2015-10,current
48635004,2015-05,7,2015-11,current
48635004,2015-05,8,2015-12,current
48635004,2015-05,9,2016-01,current
48635004,2015-05,10,2016-02,current
48635004,2015-05,11,2016-03,current
48635004,2015-05,12,2016-04,current
48635004,2015-05,13,2016-05,current
48635004,2015-05,14,2016-06,current
48635004,2015-05,15,2016-07,current
48635004,2015-05,16,2016-08,current
48635004,2015-05,17,2016-09,current
48635004,2015-05,18,2016-10,current
48635004,2015-05,19,2016-11,current
48635004,2015-05,20,2016-12,current
48635004,2015-05,21,2017-01,current
48635004,2015-05,22,2017-02,current
48635004,2015-05,23,2017-03,current
48635004,2015-05,24,2017-04,current
48635004,2015-05,25,2017-05,current
48635004,2015-05,26,2017-06,current
48635004,2015-05,27,2017-07,current
48635004,2015-05,28,2017-08,current
48635004,2015-05,29,2017-09,current
48635004,2015-05,30,2017-10,current
48635004,2015-05,31,2017-11,current
48635004,2015-05,32,2017-12,current
48635004,2015-05,33,2018-01,current
48635004,2015-05,34,2018-02,current
48635004,2015-05,35,2018-03,current
48635004,2015-05,36,2018-04,current
133629269,2018-05,1,2018-05,current
133629269,2018-05,2,2018-06,current
133629269,2018-05,3,2018-07,current
133629269,2018-05,4,2018-08,current
133629269,2018-05,5,2018-09,current
133629269,2018-05,6,2018-10,current
133629269,2018-05,7,2018-11,current
133629269,2018-05,8,2018-12,current
133629269,2018-05,9,2019-01,current
133629269,2018-05,10,2019-02,current
133629269,2018-05,11,2019-03,current
133629269,2018-05,12,2019-04,current
133629269,2018-05,13,2019-05,current
133629269,2018-05,14,2019-06,current
133629269,2018-05,15,2019-07,current
133629269,2018-05,16,2019-08,current
133629269,2018-05,17,2019-09,current
133629269,2018-05,18,2019-10,current
133629269,2018-05,19,2019-11,current
133629269,2018-05,20,2019-12,current
133629269,2018-05,21,2020-01,current
133629269,2018-05,22,2020-02,current
133629269,2018-05,23,2020-03,current
133629269,2018-05,24,2020-04,current
133629269,2018-05,25,2020-05,current
133629269,2018-05,26,2020-06,current
133629269,2018-05,27,2020-07,current
133629269,2018-05,28,2020-08,current
133629269,2018-05,29,2020-09,current
133629269,2018-05,30,2020-10,current
133629269,2018-05,31,2020-11,current
133629269,2018-05,32,2020-12,current
133629269,2018-05,33,2021-01,current
133629269,2018-05,34,2021-02,current
133629269,2018-05,35,2021-03,current
133629269,2018-05,36,2021-04,current
59512415,2015-09,1,2015-09,current
59512415,2015-09,2,2015-10,current
59512415,2015-09,3,2015-11,current
59512415,2015-09,4,2015-12,current
59512415,2015-09,5,2016-01,current
59512415,2015-09,6,2016-02,current
59512415,2015-09,7,2016-03,current
59512415,2015-09,8,2016-04,current
59512415,2015-09,9,2016-05,current
59512415,2015-09,10,2016-06,current
59512415,2015-09,11,2016-07,current
59512415,2015-09,12,2016-08,current
59512415,2015-09,13,2016-09,current
59512415,2015-09,14,2016-10,dpd30
59512415,2015-09,15,2016-11,dpd60
59512415,2015-09,16,2016-12,dpd30
59512415,2015-09,17,2017-01,dpd60
59512415,2015-09,18,2017-02,dpd60
59512415,2015-09,19,2017-03,dpd60
59512415,2015-09,20,2017-04,dpd90
59512415,2015-09,21,2017-05,default
1113592,2012-02,1,2012-02,current
1113592,2012-02,2,2012-03,current
1113592,2012-02,3,2012-04,current
1113592,2012-02,4,2012-05,current
1113592,2012-02,5,2012-06,current
1113592,2012-02,6,2012-07,current
1113592,2012-02,7,2012-08,current
1113592,2012-02,8,2012-09,current
1113592,2012-02,9,2012-10,current
1113592,2012-02,10,2012-11,current
1113592,2012-02,11,2012-12,current
1113592,2012-02,12,2013-01,current
1113592,2012-02,13,2013-02,current
1113592,2012-02,14,2013-03,current
1113592,2012-02,15,2013-04,current
1113592,2012-02,16,2013-05,current
1113592,2012-02,17,2013-06,current
1113592,2012-02,18,2013-07,current
1113592,2012-02,19,2013-08,current
1113592,2012-02,20,2013-09,current
1113592,2012-02,21,2013-10,current
1113592,2012-02,22,2013-11,current
1113592,2012-02,23,2013-12,current
1113592,2012-02,24,2014-01,current
1113592,2012-02,25,2014-02,current
1113592,2012-02,26,2014-03,current
1113592,2012-02,27,2014-04,current
1113592,2012-02,28,2014-05,current
1113592,2012-02,29,2014-06,current
1113592,2012-02,30,2014-07,current
1113592,2012-02,31,2014-08,current
1113592,2012-02,32,2014-09,current
1113592,2012-02,33,2014-10,current
1113592,2012-02,34,2014-11,current
1113592,2012-02,35,2014-12,current
1113592,2012-02,36,2015-01,current
1172473,2012-03,1,2012-03,current
1172473,2012-03,2,2012-04,current
1172473,2012-03,3,2012-05,current
1172473,2012-03,4,2012-06,current
1172473,2012-03,5,2012-07,current
1172473,2012-03,6,2012-08,current
1172473,2012-03,7,2012-09,current
1172473,2012-03,8,2012-10,current
1172473,2012-03,9,2012-11,current
1172473,2012-03,10,2012-12,current
1172473,2012-03,11,2013-01,current
1172473,2012-03,12,2013-02,current
1172473,2012-03,13,2013-03,current
1172473,2012-03,14,2013-04,current
1172473,2012-03,15,2013-05,current
1172473,2012-03,16,2013-06,current
1172473,2012-03,17,2013-07,current
1172473,2012-03,18,2013-08,current
1172473,2012-03,19,2013-09,current
1172473,2012-03,20,2013-10,current
1172473,2012-03,21,2013-11,current
1172473,2012-03,22,2013-12,dpd30
1172473,2012-03,23,2014-01,dpd60
1172473,2012-03,24,2014-02,dpd90
1172473,2012-03,25,2014-03,dpd90
1172473,2012-03,26,2014-04,dpd60
1172473,2012-03,27,2014-05,dpd90
1172473,2012-03,28,2014-06,default
8656299,2014-08,1,2014-08,current
8656299,2014-08,2,2014-09,current
8656299,2014-08,3,2014-10,current
8656299,2014-08,4,2014-11,current
8656299,2014-08,5,2014-12,current
8656299,2014-08,6,2015-01,current
8656299,2014-08,7,2015-02,current
8656299,2014-08,8,2015-03,current
8656299,2014-08,9,2015-04,current
8656299,2014-08,10,2015-05,current
8656299,2014-08,11,2015-06,current
8656299,2014-08,12,2015-07,current
8656299,2014-08,13,2015-08,current
8656299,2014-08,14,2015-09,current
8656299,2014-08,15,2015-10,current
8656299,2014-08,16,2015-11,current
8656299,2014-08,17,2015-12,current
8656299,2014-08,18,2016-01,current
8656299,2014-08,19,2016-02,current
8656299,2014-08,20,2016-03,current
8656299,2014-08,21,2016-04,current
8656299,2014-08,22,2016-05,current
8656299,2014-08,23,2016-06,current
8656299,2014-08,24,2016-07,current
8656299,2014-08,25,2016-08,current
8656299,2014-08,26,2016-09,current
8656299,2014-08,27,2016-10,current
8656299,2014-08,28,2016-11,current
8656299,2014-08,29,2016-12,current
8656299,2014-08,30,2017-01,current
8656299,2014-08,31,2017-02,current
8656299,2014-08,32,2017-03,current
8656299,2014-08,33,2017-04,current
8656299,2014-08,34,2017-05,current
8656299,2014-08,35,2017-06,current
8656299,2014-08,36,2017-07,current
126626553,2018-01,1,2018-01,current
126626553,2018-01,2,2018-02,current
126626553,2018-01,3,2018-03,current
126626553,2018-01,4,2018-04,current
126626553,2018-01,5,2018-05,current
126626553,2018-01,6,2018-06,current
126626553,2018-01,7,2018-07,current
126626553,2018-01,8,2018-08,current
126626553,2018-01,9,2018-09,current
126626553,2018-01,10,2018-10,current
126626553,2018-01,11,2018-11,current
126626553,2018-01,12,2018-12,current
126626553,2018-01,13,2019-01,current
126626553,2018-01,14,2019-02,current
126626553,2018-01,15,2019-03,current
126626553,2018-01,16,2019-04,current
126626553,2018-01,17,2019-05,current
126626553,2018-01,18,2019-06,current
126626553,2018-01,19,2019-07,current
126626553,2018-01,20,2019-08,current
126626553,2018-01,21,2019-09,current
126626553,2018-01,22,2019-10,current
126626553,2018-01,23,2019-11,current
126626553,2018-01,24,2019-12,current
126626553,2018-01,25,2020-01,current
126626553,2018-01,26,2020-02,current
126626553,2018-01,27,2020-03,current
126626553,2018-01,28,2020-04,current
126626553,2018-01,29,2020-05,current
126626553,2018-01,30,2020-06,current
126626553,2018-01,31,2020-07,current
126626553,2018-01,32,2020-08,current
126626553,2018-01,33,2020-09,current
126626553,2018-01,34,2020-10,current
126626553,2018-01,35,2020-11,current
126626553,2018-01,36,2020-12,current
111130529,2017-06,1,2017-06,current
111130529,2017-06,2,2017-07,current
111130529,2017-06,3,2017-08,current
111130529,2017-06,4,2017-09,current
111130529,2017-06,5,2017-10,current
111130529,2017-06,6,2017-11,current
111130529,2017-06,7,2017-12,current
111130529,2017-06,8,2018-01,current
111130529,2017-06,9,2018-02,current
111130529,2017-06,10,2018-03,current
111130529,2017-06,11,2018-04,current
111130529,2017-06,12,2018-05,current
111130529,2017-06,13,2018-06,current
111130529,2017-06,14,2018-07,current
111130529,2017-06,15,2018-08,current
111130529,2017-06,16,2018-09,paid_off
138269573,2018-08,1,2018-08,current
138269573,2018-08,2,2018-09,current
138269573,2018-08,3,2018-10,current
138269573,2018-08,4,2018-11,current
138269573,2018-08,5,2018-12,current
138269573,2018-08,6,2019-01,current
138269573,2018-08,7,2019-02,paid_off
16151918,2014-05,1,2014-05,dpd30
16151918,2014-05,2,2014-06,current
16151918,2014-05,3,2014-07,current
16151918,2014-05,4,2014-08,current
16151918,2014-05,5,2014-09,current
16151918,2014-05,6,2014-10,current
16151918,2014-05,7,2014-11,current
16151918,2014-05,8,2014-12,current
16151918,2014-05,9,2015-01,current
16151918,2014-05,10,2015-02,paid_off
145132708,2018-12,1,2018-12,current
145132708,2018-12,2,2019-01,current
145132708,2018-12,3,2019-02,current
145132708,2018-12,4,2019-03,current
145132708,2018-12,5,2019-04,current
145132708,2018-12,6,2019-05,current
145132708,2018-12,7,2019-06,current
145132708,2018-12,8,2019-07,current
145132708,2018-12,9,2019-08,current
145132708,2018-12,10,2019-09,current
145132708,2018-12,11,2019-10,current
145132708,2018-12,12,2019-11,current
145132708,2018-12,13,2019-12,current
145132708,2018-12,14,2020-01,current
145132708,2018-12,15,2020-02,current
145132708,2018-12,16,2020-03,current
145132708,2018-12,17,2020-04,current
145132708,2018-12,18,2020-05,current
145132708,2018-12,19,2020-06,current
145132708,2018-12,20,2020-07,current
145132708,2018-12,21,2020-08,current
145132708,2018-12,22,2020-09,current
145132708,2018-12,23,2020-10,current
145132708,2018-12,24,2020-11,current
145132708,2018-12,25,2020-12,current
145132708,2018-12,26,2021-01,current
145132708,2018-12,27,2021-02,current
145132708,2018-12,28,2021-03,current
145132708,2018-12,29,2021-04,current
145132708,2018-12,30,2021-05,current
145132708,2018-12,31,2021-06,current
145132708,2018-12,32,2021-07,current
145132708,2018-12,33,2021-08,current
145132708,2018-12,34,2021-09,current
145132708,2018-12,35,2021-10,current
145132708,2018-12,36,2021-11,current
110111995,2017-06,1,2017-06,current
110111995,2017-06,2,2017-07,current
110111995,2017-06,3,2017-08,current
110111995,2017-06,4,2017-09,current
110111995,2017-06,5,2017-10,current
110111995,2017-06,6,2017-11,current
110111995,2017-06,7,2017-12,current
110111995,2017-06,8,2018-01,current
110111995,2017-06,9,2018-02,current
110111995,2017-06,10,2018-03,current
110111995,2017-06,11,2018-04,current
110111995,2017-06,12,2018-05,current
110111995,2017-06,13,2018-06,current
110111995,2017-06,14,2018-07,current
110111995,2017-06,15,2018-08,current
110111995,2017-06,16,2018-09,current
110111995,2017-06,17,2018-10,current
110111995,2017-06,18,2018-11,paid_off
46105027,2015-04,1,2015-04,current
46105027,2015-04,2,2015-05,current
46105027,2015-04,3,2015-06,current
46105027,2015-04,4,2015-07,current
46105027,2015-04,5,2015-08,current
46105027,2015-04,6,2015-09,current
46105027,2015-04,7,2015-10,current
46105027,2015-04,8,2015-11,current
46105027,2015-04,9,2015-12,current
46105027,2015-04,10,2016-01,current
46105027,2015-04,11,2016-02,current
46105027,2015-04,12,2016-03,current
46105027,2015-04,13,2016-04,current
46105027,2015-04,14,2016-05,current
46105027,2015-04,15,2016-06,current
46105027,2015-04,16,2016-07,current
46105027,2015-04,17,2016-08,current
46105027,2015-04,18,2016-09,current
46105027,2015-04,19,2016-10,current
46105027,2015-04,20,2016-11,current
46105027,2015-04,21,2016-12,current
46105027,2015-04,22,2017-01,current
46105027,2015-04,23,2017-02,current
46105027,2015-04,24,2017-03,current
46105027,2015-04,25,2017-04,current
46105027,2015-04,26,2017-05,current
46105027,2015-04,27,2017-06,current
46105027,2015-04,28,2017-07,current
46105027,2015-04,29,2017-08,current
46105027,2015-04,30,2017-09,current
46105027,2015-04,31,2017-10,current
46105027,2015-04,32,2017-11,current
46105027,2015-04,33,2017-12,current
46105027,2015-04,34,2018-01,dpd30
46105027,2015-04,35,2018-02,current
46105027,2015-04,36,2018-03,current
123991714,2017-12,1,2017-12,current
123991714,2017-12,2,2018-01,current
123991714,2017-12,3,2018-02,current
123991714,2017-12,4,2018-03,current
123991714,2017-12,5,2018-04,current
123991714,2017-12,6,2018-05,current
123991714,2017-12,7,2018-06,current
123991714,2017-12,8,2018-07,current
123991714,2017-12,9,2018-08,current
123991714,2017-12,10,2018-09,current
123991714,2017-12,11,2018-10,current
123991714,2017-12,12,2018-11,current
123991714,2017-12,13,2018-12,current
123991714,2017-12,14,2019-01,paid_off
56673076,2015-07,1,2015-07,current
56673076,2015-07,2,2015-08,current
56673076,2015-07,3,2015-09,current
56673076,2015-07,4,2015-10,current
56673076,2015-07,5,2015-11,current
56673076,2015-07,6,2015-12,current
56673076,2015-07,7,2016-01,current
56673076,2015-07,8,2016-02,current
56673076,2015-07,9,2016-03,current
56673076,2015-07,10,2016-04,current
56673076,2015-07,11,2016-05,current
56673076,2015-07,12,2016-06,current
56673076,2015-07,13,2016-07,current
56673076,2015-07,14,2016-08,current
56673076,2015-07,15,2016-09,current
56673076,2015-07,16,2016-10,current
56673076,2015-07,17,2016-11,current
