loan_id,defaulted_12m,grade,purpose,home_ownership,emp_length,annual_inc,dti,fico_range_low
41319355,0,C,credit_card,MORTGAGE,10+ years,62000.0,10.94,665.0
41440054,0,C,debt_consolidation,MORTGAGE,,60000.0,19.38,715.0
41740503,0,F,other,RENT,8 years,63700.0,18.77,705.0
41960179,0,D,debt_consolidation,RENT,6 years,48300.0,17.14,675.0
42011216,0,D,debt_consolidation,MORTGAGE,1 year,90000.0,30.47,755.0
42031598,0,A,credit_card,MORTGAGE,10+ years,56000.0,16.85,675.0
42061360,0,C,other,MORTGAGE,10+ years,60000.0,17.56,660.0
42283399,0,D,home_improvement,OWN,6 years,61000.0,28.17,670.0
42285293,0,G,debt_consolidation,MORTGAGE,6 years,144000.0,12.03,665.0
42293387,0,C,debt_consolidation,MORTGAGE,10+ years,67000.0,27.83,665.0
42296827,0,C,credit_card,MORTGAGE,9 years,50000.0,26.74,660.0
42375594,0,B,debt_consolidation,MORTGAGE,10+ years,88000.0,24.17,730.0
42413981,0,E,debt_consolidation,MORTGAGE,10+ years,44800.0,17.17,675.0
42433919,0,C,car,RENT,10+ years,40000.0,15.51,670.0
42465007,0,F,credit_card,MORTGAGE,10+ years,60000.0,18.54,665.0
42484601,0,D,major_purchase,RENT,2 years,90000.0,13.87,665.0
42733322,0,G,other,RENT,10+ years,42000.0,2.51,715.0
42753340,0,B,home_improvement,MORTGAGE,10+ years,145000.0,16.44,695.0
42783393,0,A,credit_card,MORTGAGE,10+ years,54000.0,13.78,680.0
42844447,0,D,debt_consolidation,RENT,4 years,82000.0,1.49,695.0
42964874,0,D,debt_consolidation,MORTGAGE,5 years,70000.0,20.76,665.0
43145462,0,G,debt_consolidation,RENT,10+ years,65000.0,24.32,660.0
43226080,0,D,home_improvement,MORTGAGE,3 years,78000.0,12.65,665.0
43336534,0,D,credit_card,MORTGAGE,10+ years,147000.0,11.61,715.0
43389544,0,D,major_purchase,OWN,1 year,30000.0,21.72,680.0
43389861,0,C,home_improvement,MORTGAGE,10+ years,78000.0,32.8,685.0
43390262,0,D,credit_card,MORTGAGE,4 years,85000.0,13.34,695.0
43390466,0,A,debt_consolidation,MORTGAGE,8 years,180000.0,6.49,685.0
43409194,0,A,debt_consolidation,RENT,< 1 year,55000.0,16.18,740.0
43409825,0,E,debt_consolidation,RENT,10+ years,92000.0,7.17,670.0
43410024,0,E,debt_consolidation,RENT,9 years,32000.0,30.16,690.0
43440637,0,A,debt_consolidation,MORTGAGE,10+ years,60000.0,33.17,780.0
43470903,0,E,debt_consolidation,MORTGAGE,10+ years,55000.0,2.79,675.0
43472356,0,E,debt_consolidation,OWN,5 years,130000.0,8.24,675.0
43490201,0,D,debt_consolidation,RENT,1 year,51500.0,28.34,660.0
43510374,0,E,debt_consolidation,RENT,4 years,32000.0,13.65,665.0
43529522,0,F,debt_consolidation,MORTGAGE,6 years,42000.0,25.17,660.0
43539234,0,E,debt_consolidation,MORTGAGE,10+ years,54200.0,3.68,665.0
43540348,0,D,debt_consolidation,MORTGAGE,< 1 year,80000.0,27.13,685.0
43570283,0,F,debt_consolidation,RENT,3 years,46000.0,28.12,670.0
43819449,0,F,debt_consolidation,RENT,9 years,50000.0,29.69,665.0
43839926,0,D,debt_consolidation,MORTGAGE,3 years,43200.0,21.36,685.0
43870223,0,F,home_improvement,OWN,8 years,63888.0,24.89,695.0
43893978,0,B,credit_card,MORTGAGE,3 years,44000.0,8.37,695.0
43904150,0,C,debt_consolidation,MORTGAGE,10+ years,120000.0,18.44,725.0
43935423,0,C,home_improvement,MORTGAGE,7 years,90000.0,9.28,675.0
43945280,0,B,credit_card,RENT,4 years,130000.0,12.35,665.0
44017730,0,A,credit_card,RENT,4 years,29000.0,11.88,750.0
44017839,0,C,debt_consolidation,RENT,10+ years,43680.0,34.67,685.0
44046932,0,C,medical,MORTGAGE,,60000.0,25.1,665.0
44066460,0,G,debt_consolidation,MORTGAGE,10+ years,111339.0,18.31,675.0
44085299,0,E,debt_consolidation,RENT,10+ years,66000.0,20.82,660.0
44085390,0,B,credit_card,RENT,10+ years,75000.0,12.85,700.0
44086909,0,D,debt_consolidation,RENT,1 year,50000.0,24.99,675.0
44140066,0,E,debt_consolidation,RENT,2 years,30500.0,36.44,665.0
44339155,0,B,debt_consolidation,MORTGAGE,4 years,51000.0,33.04,715.0
44429251,0,E,small_business,MORTGAGE,8 years,40000.0,31.08,730.0
44439306,0,A,debt_consolidation,RENT,3 years,62000.0,18.58,700.0
44513719,0,C,other,RENT,10+ years,42500.0,17.59,710.0
44513913,0,F,debt_consolidation,MORTGAGE,10+ years,125000.0,20.26,670.0
44514435,0,G,debt_consolidation,MORTGAGE,10+ years,79000.0,34.25,675.0
44543387,0,D,debt_consolidation,MORTGAGE,6 years,45000.0,17.37,680.0
44563434,0,D,debt_consolidation,RENT,3 years,65000.0,12.87,660.0
44683686,0,G,small_business,RENT,2 years,17000.0,21.19,685.0
44776798,0,C,debt_consolidation,OWN,10+ years,105000.0,15.09,775.0
44816090,0,E,debt_consolidation,MORTGAGE,10+ years,70000.0,31.53,680.0
44865510,0,F,debt_consolidation,OWN,< 1 year,60000.0,25.82,705.0
44896597,0,F,debt_consolidation,MORTGAGE,5 years,120000.0,21.08,670.0
44906222,0,B,debt_consolidation,MORTGAGE,10+ years,80333.0,9.43,750.0
44976125,0,A,debt_consolidation,OWN,3 years,62000.0,31.8,830.0
45202127,0,F,debt_consolidation,MORTGAGE,10+ years,75000.0,12.18,680.0
45242183,1,E,debt_consolidation,MORTGAGE,10+ years,52000.0,17.47,680.0
45304593,1,C,debt_consolidation,MORTGAGE,5 years,39085.0,25.36,765.0
45324715,0,F,debt_consolidation,MORTGAGE,2 years,90000.0,28.75,660.0
45364489,0,C,debt_consolidation,MORTGAGE,1 year,65000.0,7.68,700.0
45374212,0,A,home_improvement,MORTGAGE,< 1 year,69000.0,6.17,750.0
45394194,0,F,debt_consolidation,MORTGAGE,2 years,72000.0,19.08,710.0
45404721,0,E,debt_consolidation,OWN,10+ years,66000.0,25.15,675.0
45424955,0,G,home_improvement,MORTGAGE,1 year,180000.0,4.46,755.0
45474136,0,D,other,MORTGAGE,1 year,60000.0,2.76,670.0
45494129,0,F,debt_consolidation,OWN,< 1 year,85000.0,16.41,755.0
45634351,0,B,credit_card,MORTGAGE,1 year,70000.0,34.13,695.0
45654195,0,D,debt_consolidation,MORTGAGE,3 years,39000.0,30.18,690.0
45674165,0,F,debt_consolidation,RENT,1 year,49600.0,12.34,670.0
46105027,0,A,debt_consolidation,RENT,,50000.0,24.32,675.0
46115101,0,D,debt_consolidation,MORTGAGE,4 years,69195.07,13.94,670.0
46125590,0,G,credit_card,OWN,9 years,70000.0,23.45,680.0
46154416,0,B,home_improvement,MORTGAGE,5 years,90000.0,11.04,660.0
46155175,0,B,debt_consolidation,RENT,3 years,61500.0,17.62,730.0
46245502,1,B,credit_card,RENT,10+ years,73000.0,10.72,685.0
46284519,0,B,debt_consolidation,MORTGAGE,3 years,65000.0,14.84,675.0
46284786,0,C,small_business,MORTGAGE,10+ years,50000.0,11.98,695.0
46304893,0,D,debt_consolidation,RENT,< 1 year,26000.0,35.37,680.0
46346948,0,A,debt_consolidation,RENT,10+ years,55000.0,19.77,710.0
46347879,0,B,credit_card,RENT,10+ years,50000.0,6.46,680.0
46387055,0,D,debt_consolidation,MORTGAGE,6 years,60000.0,13.06,670.0
46406946,0,A,debt_consolidation,MORTGAGE,3 years,90000.0,31.05,670.0
46428061,0,E,debt_consolidation,RENT,10+ years,35089.0,23.87,665.0
46486249,0,B,credit_card,MORTGAGE,5 years,71000.0,17.26,680.0
46547452,0,E,debt_consolidation,RENT,10+ years,45000.0,38.72,675.0
46557656,0,G,debt_consolidation,RENT,< 1 year,31200.0,23.12,680.0
46568449,0,E,debt_consolidation,MORTGAGE,10+ years,40000.0,21.84,695.0
46601578,0,D,debt_consolidation,MORTGAGE,10+ years,64200.0,20.92,660.0
46652295,0,E,medical,RENT,5 years,27698.0,5.85,680.0
46663058,0,C,debt_consolidation,RENT,7 years,31000.0,22.53,685.0
46663433,0,F,debt_consolidation,RENT,3 years,56000.0,24.14,675.0
46671263,0,G,home_improvement,MORTGAGE,10+ years,85000.0,24.44,715.0
46684935,0,G,debt_consolidation,MORTGAGE,10+ years,30000.0,16.84,710.0
46684992,0,G,house,RENT,2 years,60000.0,15.01,660.0
46747835,0,D,debt_consolidation,MORTGAGE,7 years,67000.0,25.7,670.0
46747937,0,E,debt_consolidation,MORTGAGE,< 1 year,60000.0,17.42,715.0
46754623,0,F,credit_card,MORTGAGE,10+ years,115000.0,23.17,700.0
46755522,0,A,credit_card,MORTGAGE,5 years,148000.0,8.35,715.0
46756098,0,F,debt_consolidation,RENT,3 years,45000.0,30.53,705.0
46762276,0,C,home_improvement,MORTGAGE,10+ years,43000.0,28.94,685.0
46775510,0,G,debt_consolidation,MORTGAGE,10+ years,50000.0,13.58,660.0
46776163,0,B,debt_consolidation,RENT,10+ years,70000.0,16.53,750.0
46794294,0,F,other,MORTGAGE,8 years,86000.0,27.06,670.0
46803727,0,F,debt_consolidation,RENT,,74513.0,15.32,660.0
46810210,0,D,debt_consolidation,RENT,7 years,56500.0,36.53,695.0
46834123,0,D,debt_consolidation,MORTGAGE,10+ years,248000.0,18.39,685.0
47008147,0,F,debt_consolidation,MORTGAGE,2 years,120000.0,6.79,725.0
47098374,0,E,moving,MORTGAGE,< 1 year,34080.0,25.92,715.0
47168185,0,F,debt_consolidation,OWN,10+ years,140000.0,18.73,665.0
47250831,0,F,debt_consolidation,RENT,2 years,98000.0,17.31,690.0
47290483,0,F,other,RENT,,33180.0,10.52,715.0
47747224,0,E,major_purchase,RENT,< 1 year,36000.0,5.75,670.0
47777166,0,G,debt_consolidation,MORTGAGE,9 years,271000.0,15.97,665.0
48010488,0,E,debt_consolidation,RENT,10+ years,60000.0,12.34,740.0
48012748,0,B,debt_consolidation,MORTGAGE,1 year,63000.0,23.57,690.0
48130927,0,C,debt_consolidation,RENT,2 years,65000.0,31.85,690.0
48181648,0,C,debt_consolidation,RENT,3 years,85000.0,23.13,660.0
48182440,0,F,debt_consolidation,MORTGAGE,10+ years,55000.0,15.36,680.0
48222912,0,D,debt_consolidation,MORTGAGE,10+ years,40372.0,30.41,665.0
48314503,0,C,credit_card,OWN,< 1 year,35000.0,19.68,675.0
48344468,0,A,debt_consolidation,RENT,,25164.0,18.55,660.0
48414859,0,F,debt_consolidation,RENT,9 years,51000.0,23.72,670.0
48424194,0,F,debt_consolidation,MORTGAGE,10+ years,60000.0,24.48,665.0
48424668,0,F,other,RENT,5 years,103000.0,16.36,685.0
48484876,0,A,debt_consolidation,MORTGAGE,,123000.0,2.6,745.0
48565830,0,C,debt_consolidation,RENT,1 year,43200.0,11.61,660.0
48584616,0,G,debt_consolidation,MORTGAGE,7 years,57000.0,35.91,685.0
48585309,0,C,debt_consolidation,RENT,5 years,43000.0,24.67,660.0
48597142,0,D,debt_consolidation,RENT,10+ years,115000.0,19.18,695.0
48608023,0,E,other,MORTGAGE,2 years,206000.0,11.2,680.0
48614685,0,A,debt_consolidation,MORTGAGE,,140000.0,4.61,675.0
48635004,0,A,debt_consolidation,MORTGAGE,10+ years,82000.0,16.8,710.0
48664156,1,C,debt_consolidation,RENT,1 year,35360.0,17.62,660.0
48716392,0,A,home_improvement,MORTGAGE,9 years,61000.0,19.5,755.0
48726311,0,A,debt_consolidation,MORTGAGE,< 1 year,135000.0,20.15,715.0
48744153,0,A,debt_consolidation,RENT,6 years,52500.0,21.6,740.0
48745435,0,F,debt_consolidation,MORTGAGE,2 years,200000.0,21.33,675.0
48886206,0,C,debt_consolidation,MORTGAGE,10+ years,135000.0,10.44,660.0
49187217,0,E,debt_consolidation,RENT,3 years,37400.0,34.55,665.0
49217810,0,C,debt_consolidation,RENT,8 years,62500.0,14.36,680.0
49227190,0,D,debt_consolidation,OWN,10+ years,32000.0,28.02,670.0
49493552,0,F,debt_consolidation,RENT,1 year,50000.0,26.7,730.0
49524324,0,E,debt_consolidation,OWN,4 years,40000.0,39.48,705.0
49524617,0,C,major_purchase,MORTGAGE,10+ years,75000.0,23.89,730.0
49713579,0,A,home_improvement,MORTGAGE,10+ years,65000.0,12.56,660.0
49783520,0,A,other,MORTGAGE,10+ years,70000.0,20.83,715.0
49925710,0,G,debt_consolidation,RENT,10+ years,90000.0,20.75,660.0
49956953,0,C,debt_consolidation,RENT,8 years,57000.0,14.99,680.0
49984653,0,C,debt_consolidation,MORTGAGE,,20652.0,20.4,675.0
50024241,0,F,debt_consolidation,MORTGAGE,4 years,70000.0,19.92,705.0
50033603,0,F,debt_consolidation,OWN,3 years,27500.0,32.65,675.0
50143586,0,E,debt_consolidation,MORTGAGE,9 years,32000.0,20.67,660.0
50183912,0,B,debt_consolidation,MORTGAGE,,22300.0,16.68,755.0
50204210,0,A,debt_consolidation,MORTGAGE,3 years,100000.0,10.26,695.0
50253393,0,D,debt_consolidation,OWN,1 year,65500.0,20.72,670.0
50437254,0,A,credit_card,MORTGAGE,2 years,52000.0,13.78,725.0
50515464,0,B,credit_card,RENT,1 year,70000.0,19.48,665.0
50527651,0,A,debt_consolidation,RENT,< 1 year,77500.0,15.33,665.0
50546296,0,A,credit_card,MORTGAGE,5 years,100000.0,13.24,735.0
50578354,1,G,moving,RENT,2 years,48100.0,14.15,745.0
50585796,0,F,debt_consolidation,MORTGAGE,3 years,150000.0,23.62,710.0
50588402,0,F,debt_consolidation,OWN,,32000.0,35.37,670.0
50606708,0,C,debt_consolidation,RENT,8 years,55000.0,25.57,695.0
50606732,0,F,debt_consolidation,RENT,8 years,40000.0,23.58,675.0
50655796,0,G,debt_consolidation,RENT,9 years,32000.0,29.82,670.0
50656491,0,E,debt_consolidation,OWN,10+ years,42000.0,28.34,680.0
50769300,0,E,home_improvement,MORTGAGE,6 years,64000.0,27.16,675.0
50910545,0,B,debt_consolidation,RENT,2 years,48000.0,11.4,675.0
50920180,0,A,debt_consolidation,MORTGAGE,10+ years,30000.0,12.68,780.0
50920357,0,F,debt_consolidation,RENT,6 years,53000.0,35.42,670.0
50994130,0,C,credit_card,RENT,2 years,36000.0,21.03,680.0
51005884,0,A,credit_card,MORTGAGE,6 years,200000.0,4.84,740.0
51025286,0,G,other,OWN,10+ years,65000.0,16.03,685.0
51025361,0,B,debt_consolidation,MORTGAGE,6 years,135000.0,15.75,675.0
51057168,0,D,car,RENT,10+ years,100000.0,13.74,680.0
51117194,0,D,debt_consolidation,MORTGAGE,10+ years,37440.0,18.77,680.0
51117239,0,C,debt_consolidation,RENT,< 1 year,30000.0,14.64,680.0
51165747,0,E,home_improvement,OWN,10+ years,50000.0,5.81,675.0
51196022,0,D,debt_consolidation,MORTGAGE,10+ years,42000.0,17.4,680.0
51245298,0,C,debt_consolidation,MORTGAGE,4 years,60000.0,24.52,705.0
51356564,0,F,debt_consolidation,RENT,< 1 year,40000.0,26.07,690.0
51366238,0,F,credit_card,OWN,2 years,59200.0,26.29,680.0
51376676,1,B,debt_consolidation,MORTGAGE,9 years,90000.0,38.53,705.0
51467084,0,D,debt_consolidation,RENT,4 years,62000.0,17.36,675.0
51546212,0,G,debt_consolidation,OWN,4 years,41000.0,29.51,695.0
51817699,0,G,debt_consolidation,MORTGAGE,2 years,45000.0,26.37,680.0
51846231,0,E,debt_consolidation,RENT,10+ years,58500.0,27.16,665.0
51847644,0,B,debt_consolidation,MORTGAGE,5 years,60000.0,23.78,690.0
51856298,0,F,debt_consolidation,MORTGAGE,8 years,357000.0,14.64,670.0
51866331,0,E,debt_consolidation,RENT,7 years,51853.0,36.29,665.0
51878774,0,D,debt_consolidation,MORTGAGE,7 years,55000.0,10.83,665.0
51886143,0,A,car,MORTGAGE,2 years,140000.0,5.4,805.0
51888082,0,E,debt_consolidation,OWN,10+ years,45000.0,31.2,680.0
51906603,0,A,debt_consolidation,MORTGAGE,10+ years,67352.0,2.48,675.0
51947593,0,A,debt_consolidation,MORTGAGE,10+ years,70000.0,6.67,680.0
51978666,0,G,debt_consolidation,MORTGAGE,< 1 year,25000.0,36.49,685.0
52007455,0,F,debt_consolidation,MORTGAGE,10+ years,60000.0,31.28,660.0
52018160,0,E,debt_consolidation,OWN,6 years,20000.0,23.83,680.0
52027737,0,F,home_improvement,MORTGAGE,10+ years,70000.0,22.6,675.0
52027928,0,E,debt_consolidation,OWN,10+ years,55500.0,23.42,685.0
52046509,0,B,home_improvement,MORTGAGE,10+ years,65000.0,17.28,695.0
52046611,0,E,debt_consolidation,OWN,3 years,400000.0,16.6,685.0
52077409,0,E,debt_consolidation,RENT,,52000.0,23.7,660.0
52149255,0,F,debt_consolidation,MORTGAGE,1 year,72000.0,27.42,705.0
52149472,0,E,debt_consolidation,MORTGAGE,10+ years,53000.0,36.68,660.0
52321174,0,F,debt_consolidation,RENT,6 years,30000.0,15.52,690.0
52362137,0,F,debt_consolidation,RENT,6 years,75000.0,25.94,660.0
52406319,0,C,debt_consolidation,OWN,5 years,31000.0,38.32,660.0
52486514,0,E,other,OWN,10+ years,42000.0,14.43,660.0
52536576,0,F,medical,MORTGAGE,5 years,96000.0,16.17,670.0
52576205,0,E,other,RENT,8 years,50000.0,19.2,665.0
53121749,0,B,debt_consolidation,MORTGAGE,7 years,182500.0,21.5,700.0
53362375,0,F,debt_consolidation,MORTGAGE,2 years,73000.0,17.8,660.0
53564168,0,G,debt_consolidation,RENT,9 years,68000.0,9.2,675.0
53584821,0,C,credit_card,MORTGAGE,10+ years,79895.96,18.04,715.0
53594183,0,F,debt_consolidation,MORTGAGE,< 1 year,61078.0,18.22,675.0
53604640,0,F,debt_consolidation,RENT,3 years,35000.0,38.48,715.0
53684372,0,E,debt_consolidation,MORTGAGE,4 years,105000.0,16.23,680.0
53774509,0,D,credit_card,MORTGAGE,10+ years,85000.0,37.27,740.0
53834511,0,G,small_business,RENT,8 years,70000.0,21.5,675.0
54099320,0,G,debt_consolidation,OWN,3 years,55000.0,23.76,675.0
54100183,0,C,credit_card,MORTGAGE,2 years,300000.0,19.16,665.0
54127673,0,G,small_business,RENT,2 years,60000.0,6.8,665.0
54168296,0,E,debt_consolidation,MORTGAGE,10+ years,100000.0,19.43,675.0
54197450,0,F,debt_consolidation,OWN,3 years,35800.0,29.6,680.0
54238521,0,G,debt_consolidation,RENT,10+ years,165000.0,15.07,660.0
54258558,0,B,debt_consolidation,MORTGAGE,3 years,60000.0,18.94,690.0
54303859,1,B,credit_card,MORTGAGE,6 years,84000.0,19.51,665.0
54323709,0,E,debt_consolidation,MORTGAGE,10+ years,200000.0,31.47,665.0
54393585,0,G,house,OWN,9 years,20000.0,20.05,715.0
54394736,0,A,credit_card,RENT,8 years,63000.0,14.5,715.0
54463760,0,C,debt_consolidation,RENT,< 1 year,50000.0,24.58,695.0
54524278,0,F,debt_consolidation,RENT,10+ years,63000.0,20.44,670.0
54618239,0,G,debt_consolidation,MORTGAGE,10+ years,68000.0,27.88,665.0
54728194,0,F,debt_consolidation,RENT,5 years,55000.0,22.38,660.0
54818661,0,C,other,MORTGAGE,1 year,75000.0,29.34,685.0
54838824,0,G,debt_consolidation,MORTGAGE,,83420.0,23.02,665.0
54898316,0,C,credit_card,RENT,2 years,98000.0,17.19,685.0
54968621,0,B,debt_consolidation,MORTGAGE,2 years,72000.0,17.92,750.0
55072758,0,C,vacation,RENT,3 years,160000.0,5.56,670.0
55090502,1,F,debt_consolidation,RENT,,26500.0,24.28,675.0
55121052,0,D,debt_consolidation,OWN,< 1 year,95000.0,18.77,685.0
55139850,0,C,debt_consolidation,MORTGAGE,10+ years,52000.0,31.34,670.0
55160138,0,A,credit_card,RENT,< 1 year,110000.0,5.4,715.0
55178902,0,F,debt_consolidation,MORTGAGE,2 years,140000.0,27.9,670.0
55180879,1,G,debt_consolidation,MORTGAGE,4 years,100000.0,15.6,675.0
55228620,0,E,debt_consolidation,RENT,2 years,60000.0,34.26,670.0
55230786,0,E,debt_consolidation,RENT,< 1 year,92040.0,21.55,665.0
55231419,0,F,debt_consolidation,MORTGAGE,6 years,120000.0,10.96,710.0
55258949,0,D,debt_consolidation,MORTGAGE,1 year,46000.0,9.68,670.0
55271663,0,B,credit_card,RENT,1 year,65000.0,26.37,690.0
55288490,0,E,debt_consolidation,MORTGAGE,3 years,19800.0,19.03,685.0
55288597,0,D,debt_consolidation,OWN,1 year,60000.0,27.69,670.0
55310823,0,D,credit_card,RENT,6 years,53712.0,29.8,680.0
55330310,0,E,debt_consolidation,MORTGAGE,3 years,35000.0,30.38,705.0
55350289,0,A,credit_card,RENT,10+ years,60000.0,16.8,685.0
55400193,0,F,debt_consolidation,MORTGAGE,10+ years,100418.0,17.99,660.0
55411143,0,C,debt_consolidation,MORTGAGE,8 years,70000.0,23.64,690.0
55431236,0,F,debt_consolidation,RENT,< 1 year,57000.0,12.11,680.0
55432078,0,B,debt_consolidation,RENT,7 years,95000.0,8.48,665.0
55442737,0,E,credit_card,RENT,4 years,42000.0,23.54,660.0
55472164,0,E,debt_consolidation,MORTGAGE,10+ years,59500.0,32.57,685.0
55473342,0,F,debt_consolidation,MORTGAGE,,60000.0,26.02,660.0
55473394,0,B,home_improvement,MORTGAGE,10+ years,110000.0,14.36,685.0
55512299,0,F,other,RENT,7 years,100000.0,8.16,740.0
55512571,0,A,credit_card,RENT,< 1 year,65000.0,7.46,705.0
55523395,0,C,vacation,RENT,10+ years,65000.0,27.42,665.0
55563935,0,A,debt_consolidation,MORTGAGE,10+ years,74000.0,3.56,695.0
55573216,0,B,debt_consolidation,MORTGAGE,10+ years,60000.0,36.7,705.0
55637363,0,E,credit_card,MORTGAGE,10+ years,60000.0,36.58,705.0
55657808,0,C,debt_consolidation,MORTGAGE,2 years,36480.0,26.48,665.0
55707247,0,E,other,MORTGAGE,10+ years,80000.0,10.76,685.0
55817633,1,D,debt_consolidation,MORTGAGE,< 1 year,42900.0,15.89,665.0
55919808,0,F,credit_card,RENT,2 years,32000.0,14.67,680.0
55928303,0,G,debt_consolidation,RENT,< 1 year,88000.0,15.96,660.0
55948313,0,E,credit_card,RENT,6 years,92000.0,27.56,730.0
55948923,0,G,other,MORTGAGE,10+ years,60000.0,11.54,675.0
55949900,0,F,debt_consolidation,MORTGAGE,10+ years,70000.0,33.91,695.0
55957162,1,C,debt_consolidation,MORTGAGE,1 year,60000.0,14.92,665.0
55960359,0,A,credit_card,MORTGAGE,7 years,44000.0,20.1,820.0
55968844,0,D,debt_consolidation,RENT,< 1 year,57000.0,38.17,670.0
55970126,0,C,credit_card,RENT,4 years,52000.0,16.59,680.0
55981961,0,B,debt_consolidation,RENT,2 years,112000.0,8.41,690.0
55999811,0,A,credit_card,RENT,3 years,50000.0,16.87,745.0
56000566,0,B,debt_consolidation,RENT,10+ years,108000.0,21.27,735.0
56010767,0,E,debt_consolidation,MORTGAGE,10+ years,88000.0,23.65,700.0
56020887,0,B,credit_card,MORTGAGE,4 years,85000.0,33.52,725.0
56028146,0,A,debt_consolidation,RENT,2 years,36000.0,17.67,685.0
56058489,0,F,debt_consolidation,RENT,10+ years,50000.0,29.02,680.0
56060975,0,E,credit_card,MORTGAGE,10+ years,36000.0,29.27,690.0
56079047,0,E,debt_consolidation,MORTGAGE,1 year,67000.0,33.14,670.0
56090359,0,A,debt_consolidation,MORTGAGE,5 years,80000.0,22.95,725.0
56101370,0,B,car,RENT,10+ years,31980.0,13.81,685.0
56109287,0,E,debt_consolidation,RENT,1 year,36000.0,33.23,665.0
56270316,0,C,debt_consolidation,MORTGAGE,10+ years,70000.0,30.16,675.0
56350414,0,G,home_improvement,OWN,10+ years,58000.0,9.93,670.0
56452849,0,D,debt_consolidation,OWN,,65000.0,27.22,680.0
56473060,0,D,debt_consolidation,RENT,3 years,16000.0,14.85,685.0
56502528,0,C,debt_consolidation,MORTGAGE,10+ years,120000.0,12.48,685.0
56532949,0,A,debt_consolidation,RENT,10+ years,50000.0,7.51,745.0
56533114,0,G,debt_consolidation,MORTGAGE,10+ years,67000.0,30.25,660.0
56562682,0,E,credit_card,RENT,3 years,39000.0,16.83,660.0
56563164,0,B,credit_card,RENT,2 years,126000.0,13.99,665.0
56572448,0,F,debt_consolidation,MORTGAGE,10+ years,83000.0,17.32,705.0
56572640,0,G,debt_consolidation,MORTGAGE,7 years,80000.0,21.36,675.0
56602447,0,D,debt_consolidation,MORTGAGE,10+ years,42000.0,35.29,660.0
56652784,0,C,debt_consolidation,MORTGAGE,5 years,57000.0,31.05,690.0
56673076,0,A,credit_card,RENT,,25000.0,13.54,745.0
56894458,0,F,debt_consolidation,MORTGAGE,9 years,48651.0,26.74,675.0
56904783,0,F,home_improvement,OWN,,27000.0,29.69,720.0
56944816,0,A,credit_card,MORTGAGE,10+ years,115000.0,15.84,765.0
56964823,0,E,debt_consolidation,RENT,2 years,70000.0,14.01,690.0
57034280,0,E,major_purchase,RENT,8 years,150000.0,1.66,680.0
57146310,0,E,credit_card,OWN,,35000.0,35.19,715.0
57165295,0,F,debt_consolidation,RENT,1 year,120000.0,18.43,670.0
57195520,0,A,credit_card,MORTGAGE,1 year,142000.0,7.23,745.0
57216263,0,B,debt_consolidation,RENT,2 years,80000.0,26.9,755.0
57227364,0,E,debt_consolidation,OWN,2 years,180000.0,10.24,660.0
57234376,0,F,debt_consolidation,MORTGAGE,6 years,57000.0,22.93,680.0
57274366,0,C,debt_consolidation,MORTGAGE,8 years,70000.0,24.1,700.0
57335056,0,A,credit_card,RENT,10+ years,45000.0,32.0,800.0
57344729,0,F,other,RENT,10+ years,33000.0,28.47,660.0
57364565,0,G,debt_consolidation,RENT,5 years,36000.0,24.03,700.0
57428443,0,B,debt_consolidation,MORTGAGE,4 years,140000.0,20.38,710.0
57458454,0,A,debt_consolidation,RENT,,75000.0,14.85,695.0
57478341,0,B,major_purchase,MORTGAGE,10+ years,68000.0,14.51,690.0
57588374,0,G,small_business,MORTGAGE,6 years,75000.0,22.7,675.0
57649936,0,D,debt_consolidation,MORTGAGE,10+ years,45000.0,10.11,670.0
57702246,0,C,debt_consolidation,RENT,< 1 year,15000.0,16.32,685.0
57704004,1,G,credit_card,RENT,10+ years,34000.0,31.31,670.0
57762581,1,C,small_business,RENT,6 years,103000.0,20.31,705.0
57824102,0,G,debt_consolidation,RENT,6 years,48000.0,5.01,685.0
57905641,0,D,credit_card,MORTGAGE,7 years,60000.0,25.98,680.0
57970741,0,E,debt_consolidation,MORTGAGE,3 years,32000.0,38.71,680.0
57991087,0,A,debt_consolidation,MORTGAGE,6 years,50000.0,8.88,700.0
57991149,0,G,debt_consolidation,OWN,8 years,24000.0,19.4,695.0
58100435,0,G,debt_consolidation,MORTGAGE,10+ years,52700.0,14.14,670.0
58110130,1,C,debt_consolidation,MORTGAGE,4 years,70000.0,15.38,665.0
58110892,0,C,debt_consolidation,RENT,2 years,18667.0,23.67,695.0
58151438,0,E,moving,RENT,2 years,70000.0,10.46,725.0
58270341,0,G,other,RENT,5 years,54000.0,15.91,725.0
58320799,0,E,other,RENT,10+ years,39480.0,19.67,675.0
58360122,0,F,debt_consolidation,OWN,1 year,120000.0,11.63,685.0
58470355,0,B,credit_card,RENT,10+ years,62000.0,33.47,725.0
58470411,0,D,debt_consolidation,OWN,10+ years,64000.0,25.38,710.0
58542644,0,B,debt_consolidation,OWN,6 years,35000.0,5.62,665.0
58543374,0,E,debt_consolidation,MORTGAGE,10+ years,110000.0,19.74,660.0
58573849,0,B,debt_consolidation,MORTGAGE,,145000.0,8.62,670.0
58582326,0,E,home_improvement,RENT,1 year,120000.0,3.04,660.0
58592449,0,F,small_business,OWN,1 year,40000.0,4.89,690.0
58592624,0,F,debt_consolidation,RENT,5 years,41000.0,14.67,675.0
